id,label,text_a,text_b
324,None,location - 1 - general,"location - 1 market a plethora of stalls , shops , and foods from all different cultures and countries"
325,None,location - 1 - price,"location - 1 market a plethora of stalls , shops , and foods from all different cultures and countries"
326,None,location - 1 - safety,"location - 1 market a plethora of stalls , shops , and foods from all different cultures and countries"
327,None,location - 1 - transit location,"location - 1 market a plethora of stalls , shops , and foods from all different cultures and countries"
328,Positive,location - 1 - general,go for somewhere as close to location - 1 as possible as its generally safer
329,None,location - 1 - price,go for somewhere as close to location - 1 as possible as its generally safer
330,Positive,location - 1 - safety,go for somewhere as close to location - 1 as possible as its generally safer
331,None,location - 1 - transit location,go for somewhere as close to location - 1 as possible as its generally safer
332,None,location - 1 - general,these areas are mainly in location - 1
333,None,location - 1 - price,these areas are mainly in location - 1
334,None,location - 1 - safety,these areas are mainly in location - 1
335,None,location - 1 - transit location,these areas are mainly in location - 1
336,None,location - 1 - general,what scares me most is if this is location - 1 during the day heavens knows what it becomes of a night
337,None,location - 1 - price,what scares me most is if this is location - 1 during the day heavens knows what it becomes of a night
338,Negative,location - 1 - safety,what scares me most is if this is location - 1 during the day heavens knows what it becomes of a night
339,None,location - 1 - transit location,what scares me most is if this is location - 1 during the day heavens knows what it becomes of a night
340,None,location - 1 - general,do n't even think of living in location - 1
341,None,location - 1 - price,do n't even think of living in location - 1
342,None,location - 1 - safety,do n't even think of living in location - 1
343,None,location - 1 - transit location,do n't even think of living in location - 1
344,Positive,location - 1 - general,"i ' d go for location - 1 , if i were you"
345,None,location - 1 - price,"i ' d go for location - 1 , if i were you"
346,None,location - 1 - safety,"i ' d go for location - 1 , if i were you"
347,None,location - 1 - transit location,"i ' d go for location - 1 , if i were you"
348,Positive,location - 1 - general,i have lived in location - 1 for the past six years and love it here
349,None,location - 1 - price,i have lived in location - 1 for the past six years and love it here
350,None,location - 1 - safety,i have lived in location - 1 for the past six years and love it here
351,None,location - 1 - transit location,i have lived in location - 1 for the past six years and love it here
352,Positive,location - 1 - general,"location - 1 is great too , and the area around liverpool road side would n't be too far from location - 2"
353,None,location - 1 - price,"location - 1 is great too , and the area around liverpool road side would n't be too far from location - 2"
354,None,location - 1 - safety,"location - 1 is great too , and the area around liverpool road side would n't be too far from location - 2"
355,None,location - 1 - transit location,"location - 1 is great too , and the area around liverpool road side would n't be too far from location - 2"
356,None,location - 1 - general,it has mainly muslim immigrants in location - 1 now i live there
357,None,location - 1 - price,it has mainly muslim immigrants in location - 1 now i live there
358,None,location - 1 - safety,it has mainly muslim immigrants in location - 1 now i live there
359,None,location - 1 - transit location,it has mainly muslim immigrants in location - 1 now i live there
360,None,location - 1 - general,the church is st mary le location - 1 location - 2 google it
361,None,location - 1 - price,the church is st mary le location - 1 location - 2 google it
362,None,location - 1 - safety,the church is st mary le location - 1 location - 2 google it
363,None,location - 1 - transit location,the church is st mary le location - 1 location - 2 google it
